ULIKey,FirstSeen,Address,Village,Price,VLSNumber,DaysOnMarket,OwnerName
S969.117,2026-02-21,2853 PETOSKEY PL,The Village of Collier at Alden Bungalows,545000,248955,150,
S969.160,2026-02-21,3444 LEELANAU CT,The Village of Collier at Alden Bungalows,549900,249283,150,
S186.59,2026-02-21,483 PINFISH CT,The Village of Labelle,769000,247658,150,
S833.130,2026-02-21,3290 SENNETT CIR,Oxford Oaks - Family Neighborhood,440400,249164,150,
S833.338,2026-02-21,11297 BERNING TER,Oxford Oaks - Family Neighborhood,644900,246876,150,
S833.439,2026-02-21,3260 DZURO DR,Oxford Oaks - Family Neighborhood,1095000,247061,150,
L30.89,2026-02-21,3317 FINK ST,The Village of Pine Hills,559000,248838,150,
L31.118,2026-02-21,3457 BORROWMAN AVE,The Village of Pine Hills,1895000,249154,150,
S2F.97,2026-02-21,3085 SPIDER LILY ST,The Village of Fenney,799999,249266,150,
S624.56,2026-02-21,5866 MARSH CT,The Village of Fenney,305000,248845,150,
S623.17,2026-02-21,5843 HOWELL TER,The Village of Fenney,235000,248970,150,
S619.37,2026-02-21,2441 NELLIE RD,The Village of DeSoto,359900,248432,150,
S722.19,2026-02-21,5740 SANBORN ST,The Village of McClure,699000,248426,150,
S22V.41,2026-02-21,5422 ALFREDSON TER,The Village of Marsh Bend,599000,248978,150,
S34V.4,2026-02-21,1866 BEGAN PL,The Village of Linden,509900,247872,150,
S38V.55,2026-02-21,1572 WILLIAMSON DR,The Village of Monarch Grove,749711,248346,150,
S737.43,2026-02-21,1994 CERNY CT,The Village of Monarch Grove,397900,247955,150,
S117V.39,2026-02-21,3037 LICCIARDELLO PATH,The Village of DeLuna,599000,249104,150,
S119V.1,2026-02-21,4577 WHITTINGTON CIR,The Village of DeLuna,969500,249022,150,
S125V.108,2026-02-21,4681 WIGHTMAN CIR,The Village of DeLuna,549900,248022,150,
S133V.13,2026-02-21,4200 COLLERETTE CT,The Village of DeLuna,840000,248761,150,
S741.14,2026-02-21,947 COUTURE ST,The Village of Chitty Chatty,415000,249162,150,
S741.21,2026-02-21,4920 MACINTYRE LN,The Village of Chitty Chatty,379000,248805,150,
S744.49,2026-02-21,974 JAY ST,The Village of Chitty Chatty,474999,249345,150,
S60V.73,2026-02-21,1160 CHARLENE PL,The Village of Bradford,439000,249247,150,
S71V.14,2026-02-21,6144 GRASSO CIR,The Village of Citrus Grove,1375316,248492,150,
S72V.19,2026-02-21,652 PAXTON CT,The Village of Citrus Grove,799500,248923,150,
S140V.76,2026-02-21,3759 COYNE LOOP,The Village of Hammock at Fenney,1087000,249209,150,
S78V.11,2026-02-21,5991 HOLTON AVE,The Village of Cason Hammock,510000,249220,150,
S110V.96,2026-02-21,2915 CHIMBORAZO WAY,The Village of Richmond,410000,247954,150,
S112V.14,2026-02-21,2816 NAVY HILL CIR,The Village of Richmond,419900,249253,150,
S106V.2,2026-02-21,4314 CAMEO CIR,The Village of Richmond,419900,249305,150,
S106V.16,2026-02-21,4438 CAMEO CIR,The Village of Richmond,409900,249272,150,
S114V.77,2026-02-21,3939 KANAWHA PL,The Village of Richmond,329900,248440,150,
S113V.11,2026-02-21,3116 MONUMENT WAY,The Village of Richmond,479900,248430,150,
S113V.27,2026-02-21,3135 FOUSHEE LOOP,The Village of Richmond,562900,249141,150,
L49V.106,2026-02-21,2073 POSPISIL AVE,The Village of Newell,549000,249050,150,
L51V.89,2026-02-21,6714 NEWELL LOOP,The Village of Newell,460000,249041,150,
L50V.37,2026-02-21,6504 GAVANNI ST,The Village of Newell,419999,247896,150,
L55V.54,2026-02-21,6772 MICKYLEE RUN,The Village of Newell,425000,248736,150,
L60V.104,2026-02-21,6995 DWIGHT DR,The Village of Lake Denham,725000,248206,150,
L63V.17,2026-02-21,1431 GUILLERMINA LOOP,The Village of Lake Denham,520800,247759,150,
L63V.36,2026-02-21,1443 JEREMY CIR,The Village of Lake Denham,359000,247350,150,
L66V.15,2026-02-21,1195 ELKINGTON RD,The Village of Lake Denham,569000,248394,150,
L67V.43,2026-02-21,1195 LACHAPELLE LN,The Village of Lake Denham,279555,249259,150,
L71V.14,2026-02-21,1032 WELLMAN WAY,The Village of Lake Denham,279900,249159,150,
L81V.10,2026-02-21,703 LAKE CREEK CIR,The Village of Dabney,589900,249292,150,
L84V.51,2026-02-21,591 FLEMINGTON PATH,The Village of Dabney,1999800,248816,150,
L84V.71,2026-02-21,390 BEDMINSTER WAY,The Village of Dabney,1289000,249185,150,
L79V.8,2026-02-21,7535 ALYSHA AVE,The Village of Dabney,400000,248891,150,
L75V.66,2026-02-21,850 CONROE ST,The Village of Dabney,265500,248756,150,
S210V.27,2026-02-21,1917 MCMURTRIE LOOP,The Village of Moultrie Creek,749800,248546,150,
S215V.47,2026-02-21,1708 MCMURTRIE LOOP,The Village of Moultrie Creek,507000,249217,150,
S217V.31,2026-02-21,1650 MCMURTRIE LOOP,The Village of Moultrie Creek,549900,248668,150,
S214V.8,2026-02-21,7474 BOYSO TER,The Village of Moultrie Creek,335000,249282,150,
S4M.238,2026-02-21,7383 JELANI WAY,Middleton - Family Neighborhood,364999,248422,150,
S219V.132,2026-02-21,7649 KELLEY MARGARET PL,The Village of Shady Brook,510000,249361,150,
S220V.48,2026-02-21,1553 FERRY PL,The Village of Shady Brook,330000,249318,150,
S218V.19,2026-02-21,1444 MESSER AVE,The Village of Shady Brook,549900,248638,150,
S218V.32,2026-02-21,7726 SYDNEY CT,The Village of Shady Brook,524000,247367,150,
S146V.100,2026-02-21,1872 LYNN KEANE LOOP,The Village of Well Point,574900,248893,150,
